id,firstname,lastname,birthdate,pos
8448699,Jim,Latos,1966-01-04,R
8448830,Igor,Liba,1960-11-04,L
8449607,Kevin,Miller,1965-09-02,C
8449694,Jayson,More,1969-01-12,D
8451994,Darren,Turcotte,1968-03-02,C
8450833,Mike,Richter,1966-09-22,G
8447563,Jeff,Harding,1969-04-06,R
8449754,Gord,Murphy,1967-02-23,D
8446251,John,Cullen,1964-08-02,C
8450725,Mark,Recchi,1968-02-01,R
8451834,Rick,Tabaracci,1969-01-02,G
8446083,Robert,Cimetta,1970-02-15,L
8450477,Ray,Podloski,1966-01-05,C
8450620,Stephane,Quintal,1968-10-22,D
8451819,Don,Sweeney,1966-08-17,D
8448391,Trent,Kaese,1967-09-09,R
8449608,Brad,Miller,1969-07-23,D
8451334,Darrin,Shannon,1969-12-08,L
8452248,Darcy,Wakaluk,1966-03-14,G
8445734,Benoit,Brunet,1968-08-24,L
8446407,Eric,Desjardins,1969-06-14,D
8446501,Donald,Dufresne,1967-04-10,D
8447177,Brent,Gilchrist,1967-04-03,L
8448415,Mike,Keane,1967-05-29,R
8448719,Stephan,Lebeau,1968-02-28,C
8448824,Jyrki,Lumme,1966-07-16,D
8446723,Randy,Exelby,1965-08-13,G
8445087,Tim,Armstrong,1967-05-12,C
8450267,Scott,Pearson,1969-12-19,L
8451333,Darryl,Shannon,1968-06-21,D
8446243,Shawn,Cronin,1963-08-20,D
8446487,John,Druce,1966-02-23,R
8446475,Mario,Doyon,1968-08-27,D
8448046,Mike,Hudson,1967-02-06,C
8450978,Jeremy,Roenick,1970-01-17,C
8451089,Warren,Rychel,1967-05-12,L
8451932,Jari,Torkki,1965-08-11,R
8445386,Ed,Belfour,1965-04-21,G
8452246,Jimmy,Waite,1969-04-15,G
8449450,Randy,McKay,1967-01-25,R
8449663,John,Mokosak,1963-09-07,D
8446082,Tim,Cheveldae,1968-02-15,G
8446778,Glen,Featherstone,1968-07-08,D
8448717,Dominic,Lavoie,1967-11-21,D
8451930,Tom,Tilley,1965-03-28,D
8452018,Steve,Tuttle,1966-01-05,R
8452224,Jim,Vesey,1965-09-29,R
8445735,Rod,Brind'Amour,1970-08-09,C
8446847,Theo,Fleury,1968-06-29,R
8447386,Stu,Grimson,1965-05-20,L
8448794,Rick,Lessard,1968-01-09,D
8450547,Sergei,Priakin,1963-12-07,L
8450653,Paul,Ranheim,1966-01-25,L
8450792,David,Reierson,1964-08-30,D
8451097,Ken,Sabourin,1966-04-28,D
8455426,Joe,Aloi,1968-10-10,D
8447091,Martin,Gelinas,1970-06-05,L
8448195,Kim,Issel,1967-09-25,R
8448822,Francois,Leroux,1970-04-18,D
8452291,Mike,Ware,1967-03-22,R
8447693,Todd,Hawkins,1966-08-02,R
8448825,Trevor,Linden,1970-04-11,C
8449319,Jay,Mazur,1965-01-22,R
8446199,Sylvain,Couturier,1968-04-23,C
8449412,Hubie,McDonough,1963-08-07,C
8445253,Don,Barber,1964-12-02,L
8446989,Link,Gaetz,1968-10-02,D
8447891,Ken,Hodge Jr.,1966-04-13,C
8448267,Paul,Jerrard,1965-04-20,D
8448394,Kevin,Kaminski,1969-03-13,C
8448536,Dean,Kolstad,1968-06-16,D
8449449,Michael,McHugh,1965-08-16,L
8450233,Dusan,Pasek,1960-09-07,C
8452695,Rob,Zettler,1968-03-08,D
8449645,Mike,Modano,1970-06-07,C
8449775,Jarmo,Myllys,1965-05-29,G
8448255,Iiro,Jarvi,1965-03-23,R
8448483,Darin,Kimble,1968-11-22,R
8448797,Curtis,Leschyshyn,1969-09-21,D
8449066,Jacques,Mailhot,1961-12-05,L
8451101,Joe,Sakic,1969-07-07,C
8452221,Mark,Vermette,1967-10-03,R
8445654,Darren,Boyko,1964-01-16,C
8447756,Matthew,Block,1966-05-16,D
8448053,Brent,Hughes,1966-04-05,L
8448381,Anthony,Joseph,1969-03-01,R
8448551,Markku,Kyllonen,1962-02-02,R
8448678,Guy,Larose,1967-07-31,C
8449137,Bryan,Marchment,1969-05-01,D
8449924,Teppo,Numminen,1968-07-03,D
8446480,Tom,Draper,1966-11-20,G
8446719,Bob,Essensa,1965-01-14,G
8445783,Adam,Burt,1969-01-15,D
8447072,Dallas,Gaume,1963-08-27,C
8448092,Jody,Hull,1969-02-02,R
8452557,Terry,Yake,1968-10-22,C
8452440,Kay,Whitmore,1967-04-10,G
8445657,Neil,Brady,1968-04-12,C
8446789,Viacheslav,Fetisov,1958-04-20,D
8448416,Alexei,Kasatonov,1959-10-14,D
8451680,Sergei,Starikov,1958-12-04,D
8446023,Dave,Chyzowski,1971-07-11,L
8448547,Dale,Kushner,1966-06-13,L
8445384,Rick,Bennett,1967-07-24,L
8445736,Paul,Broten,1965-10-27,R
8449094,Troy,Mallette,1970-02-25,L
8449606,Corey,Millen,1964-03-30,C
8445266,Murray,Baron,1967-06-01,D
8445283,Len,Barrie,1969-06-04,C
8446832,Craig,Fisher,1970-06-30,C
8447963,Tony,Horacek,1967-02-03,L
8448677,Jiri,Latal,1967-02-02,D
8451094,Shawn,Sabol,1966-04-13,D
8447920,Bruce,Hoffort,1966-07-30,G
8445918,Dave,Capuano,1968-07-27,L
8448771,Jamie,Leach,1969-08-25,R
8445385,Bob,Beers,1967-05-20,D
8446225,Louis,Crawford,1962-11-05,L
8447957,Ron,Hoover,1966-10-28,L
8448422,Jarmo,Kekalainen,1966-07-03,C
8451954,Graeme,Townshend,1965-10-23,L
8452285,Wes,Walz,1970-05-15,C
8445814,John,Byce,1967-08-09,R
8446165,Bob,Corkum,1967-12-18,C
8447369,Francois,Guay,1968-06-08,C
8447477,Kevin,Haller,1970-12-05,D
8448793,Darcy,Loewen,1969-02-26,L
8449654,Alexander,Mogilny,1969-02-18,R
8449664,Mitchell,Molloy,1965-10-10,L
8450678,Rob,Ray,1968-06-08,R
8451596,Dave,Snuggerud,1966-06-20,L
8445176,Donald,Audette,1969-09-23,R
8446003,Andrew,Cassels,1969-07-23,C
8446009,Ed,Cristofoli,1967-05-14,R
8446026,Tom,Chorske,1966-09-18,R
8446397,Martin,Desjardins,1967-01-28,C
8448770,Sylvain,Lefebvre,1967-10-14,D
8449957,Lyle,Odelein,1968-07-21,D
8450269,Mark,Pederson,1968-01-14,L
8450657,Andre,Racicot,1969-06-09,G
8445917,Jack,Capuano,1966-07-07,D
8446454,Tie,Domi,1969-11-01,R
8446503,Rocky,Dundas,1967-01-30,R
8449439,John,McIntyre,1969-04-29,C
8450807,Bobby,Reynolds,1967-07-14,L
8448142,Peter,Ing,1969-04-28,G
8445335,Robin,Bawa,1966-06-23,C
8445437,Timothy,Bergland,1965-01-11,R
8448539,Nick,Kypreos,1966-06-04,L
8448663,Tyler,Larter,1968-03-12,C
8449093,Steve,Maltais,1969-01-25,L
8449289,Jim,Mathieson,1970-01-24,D
8449761,Rob,Murray,1967-04-04,C
8451509,Dennis,Smith,1966-07-27,D
8452017,Brian,Tutt,1962-01-09,D
8448014,Jim,Hrivnak,1968-05-28,G
8448535,Olie,Kolzig,1970-04-06,G
8450293,Mike,Peluso,1965-11-08,L
8451073,Cam,Russell,1969-01-12,D
8448455,Sheldon,Kennedy,1969-06-15,R
8449723,Dean,Morton,1968-07-12,D
8450658,Yves,Racine,1969-02-07,D
8451331,Daniel,Shank,1967-05-12,R
8446125,Kelly,Chase,1967-10-25,R
8449677,Michel,Mongeau,1965-02-09,C
8450071,Keith,Osborne,1969-04-02,R
8450471,Adrian,Plavsic,1970-01-13,D
8451391,Randy,Skarda,1968-05-05,D
8451862,Dave,Thomlinson,1966-10-22,L
8452019,Tony,Twist,1968-05-09,L
8448207,Pat,Jablonski,1967-06-20,G
8448382,Curtis,Joseph,1967-04-29,G
8445436,Jonas,Bergqvist,1962-09-26,R
8445775,Marc,Bureau,1966-05-19,C
8448292,Roger,Johansson,1967-04-17,D
8449163,Sergei,Makarov,1958-06-19,R
8455570,Jaroslav,Benak,1962-04-03,D
8446709,Peter,Eriksson,1965-07-12,L
8451083,Vladimir,Ruzicka,1963-06-06,C
8451371,Trevor,Sim,1970-06-09,R
8451527,Geoff,Smith,1969-03-07,D
8451291,Anatoli,Semenov,1962-03-05,C
8447384,Mike,Greenlay,1968-09-15,G
8448548,Vladimir,Krutov,1960-06-01,L
8448669,Igor,Larionov,1960-12-03,C
8445550,Rob,Blake,1969-12-10,D
8446126,Rene,Chapdelaine,1966-09-27,D
8446624,Todd,Elik,1966-04-15,L
8448823,Mikael,Lindholm,1964-12-19,C
8451685,Robb,Stauber,1967-11-25,G
8445245,Helmut,Balderis,1952-07-31,R
8446452,Clark,Donatelli,1965-11-22,L
8448662,Peter,Lappin,1965-12-31,R
8450167,Scott,Robinson,1964-03-29,R
8451963,Mario,Thyer,1966-09-29,C
8452503,Neil,Wilkinson,1967-08-15,D
8445204,Jamie,Baker,1968-03-22,D
8446432,Daniel,Dore,1970-04-09,R
8446873,Bryan,Fogarty,1969-06-11,D
8449698,Stephane,Morin,1969-03-27,C
8451014,Jean-Marc,Routhier,1968-02-02,R
8451293,Brent,Severyn,1966-02-22,L
8451297,Jaroslav,Sevcik,1965-05-15,L
8446831,Stephane,Fiset,1970-06-17,G
8447291,Scott,Gordon,1963-02-06,G
8449779,Sergei,Mylnikov,1958-10-06,G
8451859,John,Tanner,1971-03-17,G
8446127,Danton,Cole,1967-01-10,R
8449487,Brian,McReynolds,1965-01-05,C
8445382,Stephane,Beauregard,1968-01-10,G
8445493,James,Black,1969-08-15,L
8447313,Christopher,Govedaris,1970-02-02,L
8448549,Todd,Krygier,1965-10-12,L
8448623,Marc,Laforge,1968-01-03,D
8449477,Jim,McKenzie,1969-11-03,L
8451863,Mike,Tomlak,1964-10-17,C
8446133,Zdeno,Ciger,1969-10-19,L
8449029,Jeff,Madill,1965-06-21,R
8449136,Dave,Marcinyshyn,1967-02-04,D
8449632,Jason,Miller,1971-03-01,C
8449939,Myles,O'Connor,1967-04-02,D
8451392,Jarrod,Skalde,1971-02-26,C
8445823,Shawn,Byram,1968-09-12,L
8450197,Gregory,Parks,1967-03-25,C
8457971,Scott,Scissons,1971-10-29,C
8458300,Dennis,Vaske,1967-10-11,D
8448778,Daniel,Lorenz,1969-12-12,G
8449115,George,Maneluk,1967-07-25,G
8450812,Steven,Rice,1971-05-26,R
8452148,Dennis,Vial,1969-04-10,L
8455429,Tony,Amonte,1970-08-02,R
8458361,Doug,Weight,1971-01-21,C
8445065,Bill,Armstrong,1966-06-25,L
8447961,Martin,Hostak,1967-11-11,C
8449776,Patrick,Murray,1969-08-20,L
8450817,Mike,Ricci,1971-10-27,C
8451059,Darren,Rumble,1969-01-23,D
8456008,Kimbi,Daniels,1972-01-19,C
8446305,Jeff,Daniels,1968-06-24,L
8448208,Jaromir,Jagr,1972-02-15,R
8450089,Jim,Paek,1967-04-07,D
8451657,Paul,Stanton,1967-06-22,D
8445254,Ralph,Barahona,1965-11-16,C
8448676,Jeffrey,Lazaro,1968-03-21,L
8451718,Shayne,Stevenson,1970-10-26,R
8458434,Chris,Winnes,1968-02-12,R
8446368,Matt,Delguidice,1967-03-05,G
8446937,Norman,Foster,1965-02-10,G
8445655,Greg,Brown,1968-03-07,D
8451140,Joel,Savage,1969-12-25,R
8451175,Jiri,Sejba,1962-07-22,L
8451805,Ken,Sutton,1969-11-05,D
8448776,David,Littman,1967-06-13,G
8445739,Patrice,Brisebois,1971-01-27,D
8446415,Gilbert,Dionne,1970-09-19,L
8447079,Luc,Gauthier,1964-04-19,D
8448622,John,LeClair,1969-07-05,L
8448775,Patrick,Lebeau,1970-03-17,L
8450890,Mario,Roberge,1964-01-25,L
8456595,Sean,Hill,1970-02-14,D
8445438,Jean Claude,Bergeron,1968-10-14,G
8446134,Frederic,Chabot,1968-02-12,G
8445413,Drake,Berehowsky,1972-01-03,D
8447247,Alexander,Godynyuk,1970-01-27,D
8451093,Joe,Sacco,1969-02-04,L
8451290,Jeff,Serowik,1967-01-10,D
8451972,Scott,Thornton,1971-01-09,L
8457791,Damian,Rhodes,1969-05-28,G
8445201,Bob,Babcock,1968-08-03,D
8445575,Peter,Bondra,1968-02-07,R
8448484,Dmitri,Khristich,1969-07-23,R
8448777,Kenneth,Lovsin,1966-12-04,D
8450624,John,Purves,1968-02-12,R
8451152,Reginald,Savage,1970-05-01,C
8451261,Steve,Seftel,1968-05-14,L
8451840,Mikhail,Tatarinov,1966-07-16,D
8448543,Frantisek,Kucera,1968-02-03,D
8449401,Michael,McNeil,1966-07-22,R
8447687,Dominik,Hasek,1965-01-29,G
8445489,Tom,Bissett,1966-03-13,L
8446455,Per,Djoos,1968-05-11,D
8446788,Sergei,Fedorov,1969-12-13,C
8447071,Johan,Garpenlov,1968-03-21,L
8448482,Gordon,Kruppke,1969-04-02,D
8448675,Chris,Luongo,1967-03-17,D
8449399,William,McDougall,1966-08-10,C
8450504,Marc,Potvin,1967-01-29,R
8450550,Keith,Primeau,1971-11-24,C
8451359,Mike,Sillinger,1971-06-29,C
8452444,Bob,Wilkie,1969-02-11,D
8458020,Gary,Shuchuk,1967-02-17,C
8447005,David,Gagnon,1967-10-31,G
8448499,Scott,King,1967-06-25,G
8446675,Nelson,Emerson,1967-08-17,R
8449295,Stephane,Matteau,1969-09-02,L
8450767,Robert,Reichel,1971-06-25,C
8451381,Martin,Simard,1966-01-25,R
8451827,Tim,Sweeney,1967-04-12,R
8456903,Paul,Kruse,1970-03-15,L
8446250,Dan,Currie,1968-03-15,L
8447450,David,Haas,1968-07-23,L
8451556,Steve,Smith,1961-11-18,L
8451628,Tomas,Srsen,1966-08-25,R
8452147,Shaun,Van Allen,1967-08-29,C
8452238,Igor,Viazmikin,1966-01-08,R
8445017,Shawn,Antoski,1970-03-25,L
8445753,Richard,Brown,1969-05-15,L
8447162,Don,Gibson,1967-03-17,D
8448542,Robert,Kron,1967-02-27,C
8449807,Petr,Nedved,1971-12-09,C
8449961,Gino,Odjick,1970-09-07,L
8452161,Garry,Valk,1967-11-27,L
8449400,Steve,McKichan,1967-05-29,G
8445738,Francis,Breault,1967-05-11,R
8447699,Rick,Hayward,1966-02-25,D
8446213,Mike,Craig,1971-06-06,R
8446718,Kevin,Evans,1965-07-10,L
8448419,Dan,Keczmer,1968-05-25,D
8448987,Pat,MacLeod,1969-06-15,D
8445202,Jamie,Baker,1966-08-31,C
8447363,Alexei,Gusarov,1964-07-08,D
8448674,Claude,Lapointe,1968-10-11,C
8449633,Kip,Miller,1969-06-11,C
8449895,Owen,Nolan,1972-02-12,R
8450889,Serge,Roberge,1965-03-31,R
8451774,Mats,Sundin,1971-02-13,C
8456956,Dan,Lambert,1970-01-12,D
8457185,Bruce,Major,1967-01-03,L
8446485,Kris,Draper,1971-05-24,C
8448481,Sergei,Kharin,1963-02-20,R
8455659,Luciano,Borsato,1966-01-07,C
8445195,Jergus,Baca,1965-04-01,D
8447383,Mark,Greig,1970-01-25,R
8447958,Bobby,Holik,1971-01-01,C
8450357,Michel,Picard,1969-11-07,L
8451849,Chris,Tancill,1968-02-07,R
8455833,Brian,Chapman,1968-02-10,D
8457800,Todd,Richards,1966-10-20,D
8457921,Geoff,Sanderson,1972-02-01,L
8449451,Ross,McKay,1964-03-03,G
8455871,Jeffrey,Christian,1970-07-30,L
8456100,Jim,Dowd,1968-12-25,C
8456464,Bill,Guerin,1970-11-09,R
8457983,Alexander,Semak,1966-02-11,C
8458483,Valeri,Zelepukin,1968-09-17,L
8458517,Scott,Niedermayer,1973-08-31,D
8455710,Martin,Brodeur,1972-05-06,G
8456191,Chad,Erickson,1970-08-21,G
8457319,Marty,McInnis,1970-06-02,L
8458269,Brad,Turner,1968-05-25,D
8458518,Scott,Lachance,1972-10-22,D
8456254,Peter,Fiorentino,1968-12-22,D
8457491,Sergei,Nemchinov,1964-01-14,L
8458477,Rob,Zamuner,1969-09-17,L
8455646,Claude,Boivin,1970-03-01,L
8455920,John,Conroy,1966-01-17,C
8456874,Dan,Kordic,1971-04-18,L
8458036,Reid,Simpson,1969-05-21,L
8458564,Yanick,Dupre,1972-11-20,L
8458652,Andrei,Lomakin,1964-04-03,L
8457866,Dominic,Roussel,1970-02-22,G
8457297,Shawn,McEachern,1969-02-28,L
8457451,Glenn,Mulvenna,1967-02-18,C
8457490,Todd,Nelson,1969-05-15,D
8457481,Michael,Needham,1970-04-04,R
8456087,Ted,Donato,1969-04-28,L
8456382,Matthew,Glennon,1968-09-20,L
8456556,Steve,Heinze,1970-01-30,R
8456683,Gord,Hynes,1966-07-22,D
8456760,Joe,Juneau,1968-01-05,C
8458532,Glen,Murray,1972-11-01,R
8458554,Jozef,Stumpel,1972-07-20,L
8455805,Keith,Carney,1970-02-03,D
8455874,Peter,Ciavaglia,1969-07-15,C
8457261,Brad,May,1971-11-29,L
8455564,Jesse,Belanger,1969-06-15,C
8456080,Paul,Di Pietro,1970-09-08,C
8457849,Edward,Ronan,1968-03-21,R
8458587,Vladimir,Vujtek,1972-02-17,L
8456156,Mike,Eastwood,1967-07-01,C
8456202,Leonard,Esau,1968-03-16,D
8457203,Kent,Manderville,1971-04-12,C
8457640,Robert,Pearson,1971-03-08,R
8458234,David,Tomlinson,1968-05-08,C
8458672,Dmitri,Mironov,1965-12-25,D
8457714,Felix,Potvin,1971-06-23,G
8457955,Brad,Schlegel,1968-07-22,D
8458454,Jason,Woolley,1969-07-27,D
8458572,Steve,Konowalchuk,1972-11-11,L
8449453,Ryan,McGill,1969-02-28,D
8455572,Adam,Bennett,1971-03-30,D
8456149,Karl,Dykhuis,1972-07-08,D
8458418,Sean,Williams,1968-01-28,R
8458536,Dean,McAmmond,1973-06-15,C
8458585,Igor,Kravchuk,1966-09-13,D
8458883,Rob,Conn,1968-09-03,R
8457025,Ray,Leblanc,1964-10-24,G
8455984,Jim,Cummins,1970-05-15,R
8456870,Vladimir,Konstantinov,1967-03-19,D
8456887,Vyacheslav,Kozlov,1972-05-03,L
8457063,Nicklas,Lidstrom,1970-04-28,D
8458524,Martin,Lapointe,1973-09-12,R
8445659,Philippe,Bozon,1966-11-30,L
8456233,Denny,Felsner,1970-04-29,L
8456547,Bret,Hedican,1970-08-10,D
8457222,Jason,Marshall,1971-02-22,D
8457824,Robert,Robinson,1967-04-19,D
8447715,Guy,Hebert,1967-01-07,G
8456288,Thomas,Forslund,1968-11-24,R
8456513,Todd,Harkins,1968-10-08,R
8457069,Chris,Lindberg,1967-04-16,L
8457574,Darryl,Olsen,1966-10-07,D
8457589,Mark,Osiecki,1968-07-23,D
8456830,Trevor,Kidd,1972-03-29,G
8457996,Warren,Sharples,1968-03-01,G
8455575,Josef,Beranek,1969-10-25,L
8456031,Louie,Debrusk,1971-03-19,L
8458534,Martin,Rucinsky,1971-03-11,L
8455738,Pavel,Bure,1971-03-31,R
8456784,Kyosti,Karjalainen,1967-06-19,L
8457282,Shawn,McCosh,1969-06-05,C
8458172,Darryl,Sydor,1972-05-13,D
8458212,Brent,Thompson,1971-01-09,D
8458394,Sean,Whyte,1970-05-04,R
8458507,Peter,Ahola,1968-05-14,D
8456411,David,Goverde,1970-04-09,G
8455911,Michael,Colman,1968-08-04,D
8455949,Edward,Courtenay,1968-02-02,R
8457566,Jeff,Odgers,1969-05-31,R
8457747,Jean-Francois,Quintin,1969-05-28,L
8457974,Claudio,Scremin,1968-05-28,D
8458155,Mike,Sullivan,1968-02-27,C
8458504,David,Williams,1967-08-25,D
8458516,Pat,Falloon,1972-09-22,R
8458537,Ray,Whitney,1972-05-08,L
8458711,Dale,Craigwell,1971-04-24,C
8458808,Mikhail,Kravets,1963-11-12,L
8456264,Wade,Flaherty,1968-01-11,G
8456692,Arturs,Irbe,1967-02-02,G
8455875,Enrico,Ciccone,1970-04-10,D
8456531,Derian,Hatcher,1972-06-04,D
8456849,Trent,Klatt,1971-01-30,R
8455838,Stephane,Charbonneau,1970-06-27,R
8456283,Adam,Foote,1971-07-10,D
8456770,Valeri,Kamensky,1966-04-18,L
8456852,Jon,Klemm,1970-01-08,D
8457901,Andrew,Rymsha,1968-12-10,D
8458582,Dave,Karpa,1971-05-07,D
8458617,Bill,Lindsay,1971-05-17,L
8455521,Stu,Barnes,1970-12-25,C
8455879,Jason,Cirone,1971-02-21,C
8456019,Evgeny,Davydov,1967-05-27,R
8457847,Russell,Romaniuk,1970-06-09,L
8458229,Keith,Tkachuk,1972-03-28,L
8458715,Igor,Ulanov,1969-10-01,D
8457559,Michael,O'Neill,1967-11-03,G
8456023,Joseph,Day,1968-05-11,L
8458523,Patrick,Poulin,1973-04-23,L
8456182,David,Emma,1969-01-14,C
8456496,Ben,Hankinson,1969-05-01,R
8457646,Scott,Pellerin,1970-01-09,L
8458152,Brian,Sullivan,1969-04-23,R
8456306,Iain,Fraser,1969-08-10,C
8456430,Travis,Green,1970-12-20,C
8457191,Vladimir,Malakhov,1968-08-30,D
8458942,Darius,Kasparaitis,1972-10-16,D
8458606,Steve,Junker,1972-06-26,R
8455441,Peter,Andersson,1965-08-29,D
8456669,Mike,Hurlbut,1966-10-07,D
8457372,Joby,Messier,1970-03-02,D
8458494,Sergei,Zubov,1970-07-22,D
8458529,Alex,Kovalev,1973-02-24,R
8458775,Steven,King,1969-07-22,R
8458680,Corey,Hirsch,1972-07-01,G
8455752,Viacheslav,Butsayev,1970-06-13,C
8456227,Andre,Faust,1969-10-07,C
8458515,Eric,Lindros,1973-02-28,C
8458636,Dmitry,Yushkevich,1971-11-19,D
8458952,Jason,Bowen,1973-11-09,D
8458080,Tommy,Soderstrom,1969-07-17,G
8458955,Martin,Straka,1972-09-03,C
8455506,Darren,Banks,1966-05-18,L
8456647,William,Huard,1967-06-24,L
8457318,Andrew,McKim,1970-07-06,C
8457803,Stephane,Richer,1966-04-23,D
8458069,Bryan,Smolinski,1971-12-27,C
8458469,C.J.,Young,1968-01-01,R
8458909,Dimitri,Kvartalnov,1966-03-25,L
8458991,Sergei,Zholtok,1972-12-02,C
8459072,Grigori,Panteleev,1972-11-17,L
8459192,Denis,Chervyakov,1970-04-20,D
8455501,Mike,Bales,1971-08-06,G
8455633,John,Blue,1966-02-19,G
8456401,Viktor,Gordiouk,1970-04-11,R
8457134,Doug,Macdonald,1969-02-08,L
8458058,Richard,Smehlik,1970-01-23,D
8458208,John,Thomas,1970-01-18,R
8458527,Philippe,Boucher,1973-03-24,D
8459019,Matthew,Barnaby,1973-05-04,R
8459044,Yuri,Khmylev,1964-08-09,L
8455801,Patrik,Carnback,1968-02-01,R
8455843,Eric,Charron,1970-01-14,D
8456848,Patric,Kjellberg,1969-06-17,L
8458125,Turner,Stevenson,1972-05-18,R
8458641,Oleg,Petrov,1971-04-18,R
8455479,Blair,Atcheynum,1969-04-20,R
8457083,Lonnie,Loach,1968-04-14,L
8458095,Martin,St. Amour,1970-01-30,L
8459009,Radek,Hamr,1974-06-15,D
8459178,Tomas,Jelinek,1962-04-29,R
8459349,Tony,Cimellaro,1971-06-14,C
8459350,Darrin,Madeley,1968-02-25,G
8459013,Nikolai,Borschevsky,1965-01-12,R
8456117,Stan,Drulia,1968-01-05,R
8457883,Jason,Ruff,1970-01-27,L
8458825,Shawn,Rivers,1971-01-30,D
8458879,Chris,Lipuma,1971-03-23,D
8458938,Roman,Hamrlik,1974-04-12,D
8456745,Keith,Jones,1968-11-08,R
8455994,Byron,Dafoe,1971-02-25,G
8455505,Steve,Bancroft,1970-10-06,D
8458195,Stephen,Tepper,1969-03-10,R
8458219,Milan,Tichy,1969-09-22,D
8458732,Alexander,Andrijevski,1968-08-10,R
8458949,Sergei,Krivokrasov,1974-04-15,R
8456106,Dallas,Drake,1969-02-04,R
8456597,Jim,Hiller,1969-05-13,R
8458468,Jason,York,1970-05-20,D
8456974,Daniel,Laperriere,1969-03-28,D
8457380,Kevin,Miehm,1969-09-10,C
8458974,Igor,Korolev,1970-09-06,C
8458998,Vitali,Karamnov,1968-07-06,L
8459000,Vitali,Prokhorov,1966-12-25,L
8456000,Kevin,Dahl,1968-12-30,D
8456544,Shawn,Heaphy,1968-11-27,C
8458800,Andrei,Trefilov,1969-08-31,G
8457704,Shjon,Podein,1968-03-05,L
8458373,Brad,Werenka,1969-02-12,D
8458526,Tyler,Wright,1973-04-06,C
8457761,Dan,Ratushny,1970-10-29,D
8458052,Jiri,Slegr,1971-05-30,D
8458347,Dixon,Ward,1968-09-23,L
8456966,Robert,Lang,1970-12-19,C
8457984,Thomas,Semchuk,1971-09-22,R
8458412,Darryl,Williams,1968-02-29,R
8458556,Guy,Leveque,1972-12-28,C
8458595,Alexei,Zhitnik,1972-10-10,D
8456855,Richard,Knickle,1960-02-26,G
8456347,Rob,Gaudreau,1970-01-20,C
8457642,Tom,Pederson,1970-01-14,D
8458492,Doug,Zmolek,1970-11-03,D
8458544,Sandis,Ozolinsh,1972-08-03,D
8458559,Dody,Wood,1972-03-18,C
8458647,Jaroslav,Otevrel,1968-09-16,C
8458761,Mark,Beaufait,1970-05-13,C
8455526,Douglas,Barrault,1970-04-21,R
8457399,Roy,Mitchell,1969-03-14,D
8458043,Tommy,Sjodin,1965-08-13,D
8458522,Richard,Matvichuk,1973-02-05,D
8455447,Niklas,Andersson,1971-05-20,L
8456882,Andrei,Kovalenko,1970-06-07,R
8458031,Chris,Simon,1972-01-30,L
8456153,Dallas,Eakins,1967-01-20,D
8457061,Scott,Levins,1970-01-30,R
8457981,Teemu,Selanne,1970-07-03,R
8458487,Alexei,Zhamnov,1970-10-01,C
8458953,Sergei,Bautin,1967-03-11,D
8459359,Anatoli,Fedotov,1966-05-11,D
8456009,Scott,Daniels,1969-09-19,L
8458573,Michael,Nylander,1972-10-03,C
8458821,Barry,Nieckar,1967-12-16,L
8458946,Robert,Petrovicky,1973-10-26,C
8455996,Corrie,D'alessio,1969-09-09,G
8457049,Mike,Lenarduzzi,1972-09-14,G
8457403,Jaroslav,Modry,1971-02-27,D
8458954,Jason,Smith,1973-11-02,D
8456441,Brent,Grieve,1969-05-09,L
8457685,Dan,Plante,1971-10-05,R
8458033,Jason,Simon,1969-03-21,L
8458540,Ziggy,Palffy,1972-05-05,R
8458613,Yan,Kaminsky,1971-07-28,L
8459064,Derek,Armstrong,1973-04-23,C
8458562,Jamie,McLennan,1971-06-30,G
8456793,Alexander,Karpovtsev,1970-04-07,D
8456932,Daniel,Lacroix,1969-03-11,C
8458984,Mattias,Norstrom,1972-01-02,D
8459587,Todd,Marchant,1973-08-12,C
8456602,Todd,Hlushko,1970-02-07,L
8457193,Stewart,Malgunas,1970-04-21,D
8457785,Mikael,Renberg,1972-05-05,R
8458600,Aris,Brimanis,1972-03-14,D
8459498,Milos,Holan,1971-04-22,D
8455452,Greg,Andrusak,1969-11-14,D
8456120,Justin,Duberman,1970-03-23,R
8456782,Ladislav,Karabin,1970-02-16,L
8457479,Pat,Neaton,1971-05-21,D
8458179,Chris,Tamer,1970-11-17,D
8458530,Markus,Naslund,1973-07-30,L
8458662,Ed,Patterson,1972-11-14,R
8456090,Robert,Dopson,1967-08-21,G
8456455,John,Gruden,1970-06-04,D
8458126,Cameron,Stewart,1971-09-18,L
8458620,Mariusz,Czerkawski,1972-04-13,R
8459722,Fred,Knipscheer,1969-09-03,L
8455478,Mark,Astley,1969-03-30,D
8457686,Derek,Plante,1971-01-17,C
8458549,Jason,Dawe,1973-05-29,R
8459139,Todd,Simon,1972-04-21,C
8459460,Denis,Tsygurov,1971-02-26,D
8459591,Sergei,Petrenko,1968-09-10,L
8456235,Craig,Ferguson,1970-04-08,C
8456274,Gerry,Fleming,1966-10-16,L
8457706,Peter,Popovic,1968-02-10,D
8457991,Pierre,Sevigny,1971-09-08,L
8458287,Lindsay,Vallis,1971-01-12,R
8458682,Brian,Savage,1971-02-24,L
8459100,Christian,Proulx,1973-12-10,D
8459246,Donald,Brashear,1972-01-07,L
